Facility PK,FacilityName,Service Category,Service Type,BuildingNumber,PartnerType,PartnerTypeDetailed,Address,Address 2,Borough,Zipcode,Latitude,Longitude,Phone,AdditionalInfo,StartDate,EndDate,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Condoms (Male),FC2 (Female/Insertive Condoms),Lubricant,Facility Type,Website,Community Board,Council District,Census Tract,BIN,BBL,NTA
53534884,Wild Project,Free Safer Sex Products,Condoms and Lubricant,,Business,Theater,195 East 3 Street,,Manhattan,10009,40.72294556,-73.98360659,,You can find free safer sex products inside a fishbowls (2) located in the reception area of the Theater. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,11:00 AM - 6:00 PM,,,TRUE,FALSE,TRUE,,,103,2,3200,1005001,1003990040,MN22
53534561,Camp,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,179 Smith Street,,Brooklyn,11201,40.68573004,-73.99112281,718-808-1840,You can find free safer sex products inside a fishbowl located on the bar near Redbull vending machine of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 2:00 AM,5:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 2:00 AM,TRUE,FALSE,TRUE,,,302,33,6900,3006102,3003910005,BK38
53534689,Isabella Unisex Salon (Formerly Samuel Bishop/Jarissa Unisex Salon),Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,556 West 142 Street,,Manhattan,10031,40.82405571,-73.95080616,,You can find free safer sex products inside a fishbowl located in the front of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,FALSE,FALSE,FALSE,,,109,7,22500,1061825,1020730061,MN04
53534646,Golden Scissors,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,229 East 167 Street,,Bronx,10456,40.83374332,-73.91551444,718-397-8723,You can find free safer sex products inside a dispenser located in the back between barber chairs of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,204,16,17901,2002689,2024530030,BX14
53534626,EL Duque Barbershop,Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,101 East 169 Street,,Bronx,10452,40.83704398,-73.9175521,347-586-7695,You can find free safer sex products inside a dispenser located in the front near the entrance of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,,204,16,22102,2008034,2028390039,BX63
53534579,Commonwealth,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,497 5 Avenue,,Brooklyn,11215,40.66727112,-73.98787024,212-757-0788,You can find free safer sex products inside a fishbowl located on the right near door of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,2:00 PM - 4:00 AM,2:00 PM - 4:00 AM,TRUE,FALSE,TRUE,,,306,39,13900,3337712,3010290010,BK37
53534552,Brooklyn NP,Free Safer Sex Products,Condoms and Lubricant,,Community Health Center,Clinical Facility,"210 Montrose Avenue,1st floor",,Brooklyn,11206,40.70754702,-73.94079324,7184171117,In addition to free safer sex products this location can offer vegan primary care. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,9:00 AM - 5:00 PM,,,TRUE,TRUE,TRUE,,,301,34,49300,3071238,3030630007,BK78
53534889,Xstasy Night Club,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,758 5 Avenue,,Brooklyn,11232,40.65846097,-73.99643184,646-697-2274,You can find free safer sex products inside a fishbowl located on the left side of the window of the Night Club. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,5:00 PM - 4:00 AM,TRUE,FALSE,FALSE,,,307,38,10100,3336879,3006580030,BK32
53534713,Latino Pride Center,Free Safer Sex Products,Condoms and Lubricant,,Community-Based Organization/Non-Profit,Community Center,"975 Kelly Street,Suite 402",,Bronx,10459,40.82204558,-73.89587769,212-243-3380,You can find free safer sex products inside a fishbowl located at the reception desk of the Community Health Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,10:00 AM - 6:00 PM,12:00 PM - 8:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,9:00 AM - 5:00 PM,,,TRUE,FALSE,FALSE,,,202,17,8700,2114693,2027037501,BX33
53534774,NYC H+H Gouverneur Health,Free Safer Sex Products,Condoms and Lubricant,,Hospital,Clinical Facility,"227 Madison Street,3rd Floor: Pediatrics",,Manhattan,10002,40.71277678,-73.98841743,(212) 2387255,<br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,8:00 AM - 8:00 PM,8:00 AM - 8:00 PM,8:00 AM - 5:00 PM,8:00 AM - 8:00 PM,8:00 AM - 5:00 PM,8:00 AM - 5:00 PM,,TRUE,TRUE,TRUE,,<a href=http://www.nyc.gov/html/hhc/gouverneur/html/home/home.shtml>Visit this organization's website</a>,103,1,600,1003224,1002700032,MN28
53534835,Suite  (Formerly Rebar),Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,992 Amsterdam Avenue,,Manhattan,10025,40.80245953,-73.9642445,,You can find free safer sex products inside a fishbowl located at the bar of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,TRUE,,,107,7,19500,1056712,1018810029,MN09
53534647,Gym Sports Bar,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,167 8 Avenue,,Manhattan,10011,40.74251416,-74.00051966,347-731-2878,You can find free safer sex products inside a dispenser/fishbowl located in the back on the left beside the ATM of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 2:00 AM,4:00 PM - 4:00 AM,1:00 PM - 4:00 AM,1:00 PM - 2:00 AM,TRUE,TRUE,TRUE,,,104,3,8900,1013108,1007420037,MN13
53534829,Sorry not Sorry (Formerly Pride Lounge),Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,7015 B Austin Street,,Queens,11375,40.72076337,-73.84642495,,You can find free safer sex products inside a dispenser located in the back near the restrooms/ATM of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,TRUE,,,406,29,71100,,4,QN17
53534613,Dixon Place,Free Safer Sex Products,Condoms and Lubricant,,Business,Theater,161a Chrystie Street,,Manhattan,10002,40.72061344,-73.992572,917-538-5903,You can find free safer sex products inside a fishbowl located on the left side of the bar on a table with flyers of the Theater. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,6:00 PM - 1:00 AM,6:00 PM - 1:00 AM,,TRUE,TRUE,TRUE,,,103,1,1800,1079084,1004257501,MN27
53534726,Manhattan Monster,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,80 Grove Street,,Manhattan,10014,40.733407,-74.00242837,,You can find free safer sex products inside a dispenser located in the front near the entrance of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,102,3,7100,1010232,1005920040,MN23
53534628,Evolution,Free Safer Sex Products,Condoms and Lubricant,,Business,Night Club,76-19 Roosevelt Avenue,,Queens,11372,40.74706649,-73.88932225,,You can find free safer sex products inside a dispenser located downstairs near the exit of the Night Club. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,TRUE,,,403,25,28700,4029880,4012870037,QN28
53534673,Henrietta Hudson,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,438 Hudson Street,,Manhattan,10014,40.73104634,-74.00670754,212-206-8959,You can find free safer sex products inside a fishbowl located near the restrooms of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,4:00 PM - 4:00 AM,5:00 PM - 2:00 AM,TRUE,TRUE,FALSE,,,102,3,6700,1077817,1005847501,MN23
53534606,D'Clase (Formerly New United Barbershop),Free Safer Sex Products,Condoms and Lubricant,,Business,Barbershop,2 East 167 Street,,Bronx,10452,40.83603716,-73.92221162,,You can find free safer sex products inside a dispenser/fishbowl located in the back near the register of the Barbershop. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,204,16,19700,2003026,2024960052,BX63
53534685,Immigration Equality,Free Safer Sex Products,Condoms and Lubricant,,Business,Office,40 Exchange Place,,Manhattan,10005,40.70593145,-74.01028293,469-733-5051,You can find free safer sex products inside a fishbowl located in the reception area of the Law Office. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,9:30 AM - 5:30 PM,9:30 AM - 5:30 PM,9:30 AM - 5:30 PM,9:30 AM - 5:30 PM,9:30 AM - 5:30 PM,,,TRUE,TRUE,TRUE,,,101,1,900,1000825,1000250027,MN25
53534827,Soho Playhouse,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,15 Vandam Street,,Manhattan,10013,40.7263227,-74.00447017,,You can find free safer sex products inside a fishbowl located near bar counter of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,12:00 PM - 11:30 PM,TRUE,FALSE,FALSE,,,102,3,3700,1007836,1005060047,MN24
53534663,HASA Center #41 Grand Concourse,Free Safer Sex Products,Condoms and Lubricant,,Government,Community Center,1790 Grand Concourse,,Bronx,10457,40.84670994,-73.90895938,,You can find free safer sex products inside a dispenser located in the waiting room of the Community Center. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,TRUE,TRUE,,,205,15,22901,2094521,2027950014,BX41
53534799,Pianos,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,158 Ludlow Street,,Manhattan,10002,40.72099456,-73.98787847,212-337-1696,You can find free safer sex products inside a dispenser located in the back near the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,12:00 PM - 8:00 PM,TRUE,FALSE,TRUE,,,103,1,3001,1079699,1004110050,MN27
53534702,Klimat,Free Safer Sex Products,Condoms and Lubricant,,Business,Restaurant,77 East 7 Street,,Manhattan,10003,40.72732384,-73.98656763,,You can find free safer sex products inside a dispenser located in the back near the restroom of the Restaurant. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,,,,,,,,TRUE,FALSE,FALSE,,,103,2,3800,1006346,1004490043,MN22
53534697,Karma,Free Safer Sex Products,Condoms and Lubricant,,Business,Bar/Lounge,51 1 Avenue,,Manhattan,10003,40.72472739,-73.98739073,,You can find free safer sex products inside a fishbowl located in the back near the restroom of the Bar/Lounge/Event Space. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,3:00 PM - 4:00 AM,1:00 PM - 4:00 AM,1:00 PM - 4:00 AM,TRUE,TRUE,TRUE,,,103,2,3800,1006182,1004450036,MN22
53534801,Pilatos,Free Safer Sex Products,Condoms and Lubricant,,Business,Beauty Salon,80-13 Northern Boulevard,,Queens,11372,40.75538635,-73.88700914,212-714-2904,You can find free safer sex products inside a dispenser/fishbowl located near the restroom of the Beauty Salon. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 7:00 PM,10:00 AM - 8:00 PM,10:00 AM - 8:00 PM,11:00 AM - 6:00 PM,TRUE,FALSE,TRUE,,,403,25,30903,4026897,4011760039,QN28
53534757,Nasty Pig,Free Safer Sex Products,Condoms and Lubricant,,Business,Retail Store,259 West 19 Street,,Manhattan,10011,40.74240436,-73.99923494,718-782-4955,You can find free safer sex products inside a Fishbowl located in the back of the Retail Store. <br><br>These free safer sex products are supplied by the NYC Condom Availability Program. Visit our <a href=http://nyc.gov/condoms>website</a> to learn more or join our <a href=http://www.facebook.com/NYCcondom>Facebook community</a>.,1.90001E+13,1.90001E+13,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,11:00 AM - 7:00 PM,12:00 PM - 7:00 PM,TRUE,FALSE,TRUE,,,104,3,8700,1013968,1007690007,MN13
